old;new;obj;diff_kind;subst
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceTypeImpl IProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageImpl_provIProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_Page_provIProfileEntity_inst;DELETE;false
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceTypeImpl IProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageAttributeImpl_provIProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageAttribute_provIProfileEntity_inst;DELETE;false
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceTypeImpl IProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageRuleImpl_provIProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageRule_provIProfileEntity_inst;DELETE;false
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceTypeImpl IProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageTemplateImpl_provIProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_page_domain_PageTemplate_provIProfileEntity_inst;DELETE;false
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceTypeImpl IProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_structure_domain_StructuredContentImpl_provIProfileEntity;CHANGE;null
broadleaf-4.0.0-BETA8;broadleaf-4.0.0-BETA9;class dedal.impl.InterfaceImpl org_broadleafcommerce_cms_structure_domain_StructuredContent_provIProfileEntity_inst;DELETE;false
