old;new;obj;subst
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provIConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl ISerializable;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provISerializable;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl blSiteMapGeneratorConfigurationConditionalDirectCopyTransformerMember_provIConditionalDirectCopyTransformMemberDto_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl blSiteMapGeneratorConfigurationConditionalDirectCopyTransformerMember_provISerializable_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.CompClassImpl "org.broadleafcommerce.common.weave.ConditionalDirectCopyTransformMemberDto";null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IMapFactoryBean;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_springframework_beans_factory_config_MapFactoryBean_provIMapFactoryBean;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl blOptionalIncludeAdminMainEntityWeaveMap_provIMapFactoryBean_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.CompClassImpl "org.springframework.beans.factory.config.MapFactoryBean";null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IEarlyStageMergeBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_provIEarlyStageMergeBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IAbstractMergeBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_provIAbstractMergeBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IPriorityOrdered;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_provIPriorityOrdered;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_provIBeanPostProcessor;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IApplicationContextAware;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_provIApplicationContextAware;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_anonymousBean_provIEarlyStageMergeBeanPostProcessor_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_anonymousBean_provIAbstractMergeBeanPostProcessor_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_anonymousBean_provIPriorityOrdered_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_anonymousBean_provIBeanPostProcessor_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_extensibility_context_merge_EarlyStageMergeBeanPostProcessor_anonymousBean_provIApplicationContextAware_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.CompClassImpl "org.broadleafcommerce.common.extensibility.context.merge.EarlyStageMergeBeanPostProcessor";null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provIConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl ISerializable;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provISerializable;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl blAdminUserConditionalDirectCopyTransformerMember_provIConditionalDirectCopyTransformMemberDto_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl blAdminUserConditionalDirectCopyTransformerMember_provISerializable_inst;true
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.CompClassImpl "org.broadleafcommerce.common.weave.ConditionalDirectCopyTransformMemberDto";null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl IConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provIConditionalDirectCopyTransformMemberDto;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceTypeImpl ISerializable;null
broadleaf-5.0.0-RC1;broadleaf-5.0.0-RC2;class dedal.impl.InterfaceImpl org_broadleafcommerce_common_weave_ConditionalDirectCopyTransformMemberDto_provISerializable;null
