,old,new,nbDiffs_ADD,nbDiffs_DEL,nbDiffs_CHG,nbDiffs,nb_diffParam_ADD,nb_diffParam_DEL,nb_diffParam_CHG,nb_diffParam,nb_notSubst_diffParam,nb_Subst_diffParam,nb_diffSign_ADD,nb_diffSign_DEL,nb_diffSign_CHG,nb_diffSign,nb_notSubst_diffSign,nb_Subst_diffSign,nb_diffIntType_ADD,nb_diffIntType_DEL,nb_diffIntType_CHG,nb_diffIntType,nb_notSubst_diffIntType,nb_Subst_diffIntType,nb_diffInt_ADD,nb_diffInt_DEL,nb_diffInt_CHG,nb_diffInt,nb_notSubst_diffInt,nb_Subst_diffInt,nb_diffCompType_ADD,nb_diffCompType_DEL,nb_diffCompType_CHG,nb_diffCompType,nb_notSubst_diffCompType,nb_Subst_diffCompType,nb_diffCompInst_ADD,nb_diffCompInst_DEL,nb_diffCompInst_CHG,nb_diffCompInst,nb_notSubst_diffCompInst,nb_Subst_diffCompInst,nb_diffCompClass_ADD,nb_diffCompClass_DEL,nb_diffCompClass_CHG,nb_diffCompClass,nb_notSubst_diffCompClass,nb_Subst_diffCompClass,nb_diffAttr_ADD,nb_diffAttr_DEL,nb_diffAttr_CHG,nb_diffAttr,nb_notSubst_diffAttr,nb_Subst_diffAttr,nb_diffCompRole_ADD,nb_diffCompRole_DEL,nb_diffCompRole_CHG,nb_diffCompRole,nb_notSubst_diffCompRole,nb_Subst_diffCompRole,nb_diffAssm_ADD,nb_diffAssm_DEL,nb_diffAssm_CHG,nb_diffAssm,nb_notSubst_diffAssm,nb_Subst_diffAssm,nb_diffConfig_ADD,nb_diffConfig_DEL,nb_diffConfig_CHG,nb_diffConfig,nb_notSubst_diffConfig,nb_Subst_diffConfig,nb_diffSpec_ADD,nb_diffSpec_DEL,nb_diffSpec_CHG,nb_diffSpec,nb_notSubst_diffSpec,nb_Subst_diffSpec,shoulBeSubstitutable,isSubstitutable,actualIncrement,proposedIncrement,isSubjectToErosion,isSubjectToDrift
162,broadleaf-5.1.1-GA,broadleaf-5.1.2-GA,3,2,0,390,3,2,0,5,3,2,0,0,0,320,3,0,0,0,0,23,3,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
163,broadleaf-5.1.10-GA,broadleaf-5.1.10-M1,60,2,7,718,32,2,0,34,32,2,18,0,0,546,21,2,1,0,4,48,6,0,5,0,5,96,11,4,1,0,1,2,0,1,1,0,0,1,0,1,1,0,1,34,3,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,False,False
164,broadleaf-5.1.10-M1,broadleaf-5.1.11-GA,0,56,7,416,0,28,0,28,0,28,0,18,0,299,18,0,0,1,4,30,1,0,0,5,5,60,5,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,21,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
165,broadleaf-5.1.11-GA,broadleaf-5.1.12-GA,1,2,0,451,1,2,0,3,1,2,0,0,0,347,1,0,0,0,0,37,1,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
166,broadleaf-5.1.12-GA,broadleaf-5.1.13-GA,3,2,0,618,3,2,0,5,3,2,0,0,0,490,3,0,0,0,0,45,3,0,0,0,0,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
167,broadleaf-5.1.13-GA,broadleaf-5.2.0-M1,1691,720,1072,4161,711,254,0,965,711,254,558,251,0,1202,620,195,26,7,307,430,63,0,241,99,684,1189,197,209,16,6,24,60,10,12,18,32,194,268,34,16,18,6,146,220,33,14,0,0,0,0,0,0,34,12,24,84,16,30,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,True,False
168,broadleaf-5.1.2-GA,broadleaf-5.1.3-GA,7,20,5,548,5,6,0,11,5,6,2,10,0,416,14,1,0,0,4,45,7,0,0,4,5,91,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
169,broadleaf-5.1.3-GA,broadleaf-5.1.4-GA,2,307,55,808,2,123,0,125,2,123,0,133,0,475,135,0,0,6,34,75,9,0,0,40,47,158,45,3,0,2,2,4,2,0,0,1,0,3,1,0,0,2,4,32,5,0,0,0,0,0,0,0,0,4,2,6,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
170,broadleaf-5.1.4-GA,broadleaf-5.1.4-PERF1,5,4,0,383,3,4,0,7,3,4,2,0,0,300,3,0,0,0,0,27,1,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
171,broadleaf-5.1.4-PERF1,broadleaf-5.1.4-PERF2,2,1,0,650,2,1,0,3,2,1,0,0,0,526,2,0,0,0,0,44,2,0,0,0,0,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
172,broadleaf-5.1.4-PERF2,broadleaf-5.1.5-GA,4,30,18,602,4,8,0,12,4,8,0,8,0,450,12,0,0,0,13,51,4,0,0,13,17,106,21,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
173,broadleaf-5.1.5-GA,broadleaf-5.1.6-GA,0,8,0,673,0,4,0,4,0,4,0,4,0,545,4,0,0,0,0,45,2,0,0,0,0,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
174,broadleaf-5.1.6-GA,broadleaf-5.1.7-GA,1,2,0,632,1,2,0,3,1,2,0,0,0,512,1,0,0,0,0,42,1,0,0,0,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
175,broadleaf-5.1.7-GA,broadleaf-5.1.8-GA,2,63,0,411,2,50,0,52,2,50,0,13,0,289,15,0,0,0,0,25,5,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
176,broadleaf-5.1.8-GA,broadleaf-5.1.9-GA,2,2,0,385,2,2,0,4,2,2,0,0,0,306,2,0,0,0,0,27,1,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
177,broadleaf-5.1.9-GA,broadleaf-5.1.10-GA,2,58,7,419,2,30,0,32,2,30,0,18,0,299,20,0,0,1,4,30,3,0,0,5,5,60,9,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,20,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
178,broadleaf-5.2.0-GA,broadleaf-5.2.1-GA,28,106,73,971,5,23,0,28,5,23,5,61,0,680,65,3,0,0,24,76,5,0,8,16,51,179,25,10,1,0,1,4,0,1,3,0,10,15,1,2,1,0,9,47,4,1,0,0,0,0,0,0,2,0,2,6,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,True,False
179,broadleaf-5.2.0-M1,broadleaf-5.2.0-M2,235,142,148,1026,88,38,0,126,88,38,94,39,0,517,103,30,3,2,68,112,9,0,34,39,111,255,55,36,4,3,7,17,3,4,3,3,8,18,3,3,4,3,20,54,9,4,0,0,0,0,0,0,8,6,2,19,6,8,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
180,broadleaf-5.2.0-M2,broadleaf-5.2.0-RC1,10,30,5,661,9,18,0,27,9,18,1,8,0,498,17,0,0,0,4,51,10,0,0,4,5,103,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
181,broadleaf-5.2.0-RC1,broadleaf-5.2.0-RC2,2027,15,1084,3744,442,7,0,449,442,7,635,6,0,1140,401,252,36,0,701,778,46,0,736,1,933,1752,63,694,34,0,34,69,0,34,40,1,76,121,1,40,34,0,41,102,5,34,0,0,0,0,0,0,68,0,0,69,0,68,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,False,False
182,broadleaf-5.2.0-RC2,broadleaf-5.2.0-GA,15,243,88,969,10,95,0,105,10,95,0,105,0,608,113,0,0,2,22,66,9,0,1,23,56,163,31,8,0,2,2,5,2,0,0,3,6,11,3,0,0,2,16,48,7,0,0,0,0,0,0,0,0,4,8,13,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
183,broadleaf-5.2.1-GA,broadleaf-5.2.2-GA,4,8,0,788,4,8,0,12,4,8,0,0,0,642,4,0,0,0,0,49,2,0,0,0,0,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
184,broadleaf-5.2.2-GA,broadleaf-5.2.3-M1,8,52,0,734,8,40,0,48,8,40,0,12,0,569,20,0,0,0,0,43,8,0,0,0,0,86,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
185,broadleaf-5.2.3-GA,broadleaf-5.2.4-M1,10,3,0,668,10,3,0,13,10,3,0,0,0,547,8,0,0,0,0,39,8,0,0,0,0,78,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
186,broadleaf-5.2.3-M1,broadleaf-5.2.3-M2,4,26,0,622,4,12,0,16,4,12,0,14,0,480,16,0,0,0,0,46,7,0,0,0,0,92,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
187,broadleaf-5.2.3-M2,broadleaf-5.2.3-M3,1,5,6,548,1,1,0,2,1,1,0,0,0,436,1,0,0,0,2,38,1,0,0,2,4,78,4,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
188,broadleaf-5.2.3-M3,broadleaf-5.2.3-M4,5,6,0,565,5,6,0,11,5,6,0,0,0,458,5,0,0,0,0,35,5,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
189,broadleaf-5.2.3-M4,broadleaf-5.2.3-M5,1,5,0,594,1,5,0,6,1,5,0,0,0,483,1,0,0,0,0,38,1,0,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
190,broadleaf-5.2.3-M5,broadleaf-5.2.3-M6,2,1,0,682,2,1,0,3,2,1,0,0,0,559,2,0,0,0,0,44,1,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
191,broadleaf-5.2.3-M6,broadleaf-5.2.3-M7,9,3,0,576,9,3,0,12,9,3,0,0,0,463,7,0,0,0,0,37,5,0,0,0,0,74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
192,broadleaf-5.2.3-M7,broadleaf-5.2.3-GA,0,12,0,687,0,12,0,12,0,12,0,0,0,554,0,0,0,0,0,44,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
193,broadleaf-5.2.4-GA,broadleaf-5.2.5-M1,9,6,0,721,9,6,0,15,9,6,0,0,0,591,9,0,0,0,0,42,8,0,0,0,0,84,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
194,broadleaf-5.2.4-M1,broadleaf-5.2.4-M2,5,8,0,553,5,8,0,13,5,8,0,0,0,440,5,0,0,0,0,36,5,0,0,0,0,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
195,broadleaf-5.2.4-M2,broadleaf-5.2.4-M3,5,0,0,578,5,0,0,5,5,0,0,0,0,470,3,0,0,0,0,37,3,0,0,0,0,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
196,broadleaf-5.2.4-M3,broadleaf-5.2.4-GA,0,27,0,625,0,15,0,15,0,15,0,12,0,495,12,0,0,0,0,42,4,0,0,0,0,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
197,broadleaf-5.2.5-GA,broadleaf-5.2.6-GA,7,4,0,700,7,4,0,11,7,4,0,0,0,572,7,0,0,0,0,43,7,0,0,0,0,86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
198,broadleaf-5.2.5-M1,broadleaf-5.2.5-M2,9,11,0,697,9,11,0,20,9,11,0,0,0,558,7,0,0,0,0,43,5,0,0,0,0,86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
199,broadleaf-5.2.5-M2,broadleaf-5.2.5-M3,13,8,9,700,13,4,0,17,13,4,0,0,0,559,13,0,0,0,2,42,9,0,0,2,6,88,20,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
200,broadleaf-5.2.5-M3,broadleaf-5.2.5-M4,0,7,0,720,0,7,0,7,0,7,0,0,0,588,0,0,0,0,0,46,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
201,broadleaf-5.2.5-M4,broadleaf-5.2.5-M5,2,24,20,595,2,5,0,7,2,5,0,3,0,447,5,0,0,0,16,53,2,0,0,16,20,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
202,broadleaf-5.2.5-M5,broadleaf-5.2.5-GA,4,170,64,900,4,38,0,42,4,38,0,68,0,618,72,0,0,6,48,94,10,0,0,54,60,194,62,0,0,2,2,4,2,0,0,2,0,2,2,0,0,2,2,33,4,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
203,broadleaf-5.2.6-GA,broadleaf-5.2.7-GA,6,18,0,866,6,17,0,23,6,17,0,1,0,695,7,0,0,0,0,55,7,0,0,0,0,110,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
204,broadleaf-5.2.7-GA,broadleaf-5.3.0-M1,258,75,99,1309,72,19,0,91,72,19,98,56,0,820,124,46,6,0,68,152,43,0,74,0,90,320,81,68,2,0,2,4,0,2,5,0,2,7,0,5,2,0,5,59,19,2,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.MINOR,Increment.MAJOR,False,False
205,broadleaf-5.3.0-M1,broadleaf-5.3.0-M2,8,16,0,723,8,12,0,20,8,12,0,4,0,581,12,0,0,0,0,45,8,0,0,0,0,90,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
206,broadleaf-5.3.0-M10,broadleaf-5.3.0-M11,6,291,96,1099,6,108,0,114,6,108,0,97,0,657,103,0,0,6,67,125,16,0,0,73,88,265,93,0,0,2,2,4,2,0,0,4,2,6,4,0,0,2,4,45,7,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
207,broadleaf-5.3.0-M11,broadleaf-5.3.0-M12,2,6,0,596,2,6,0,8,2,6,0,0,0,489,2,0,0,0,0,36,2,0,0,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
208,broadleaf-5.3.0-M12,broadleaf-6.0.0-M1,773,99,246,1971,203,56,0,259,203,56,375,36,0,1015,198,226,16,0,133,242,33,0,144,5,201,533,72,115,7,0,8,16,1,6,9,0,10,19,2,7,7,0,19,87,16,6,0,0,0,0,0,0,15,1,8,25,2,14,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,False,False
209,broadleaf-5.3.0-M2,broadleaf-5.3.0-M3,7,28,6,612,7,10,0,17,7,10,0,14,0,470,19,0,0,0,2,44,10,0,0,2,4,90,22,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
210,broadleaf-5.3.0-M3,broadleaf-5.3.0-M4,1,5,0,540,1,5,0,6,1,5,0,0,0,434,1,0,0,0,0,36,1,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
211,broadleaf-5.3.0-M4,broadleaf-5.3.0-M5,5,14,0,626,5,4,0,9,5,4,0,10,0,492,15,0,0,0,0,46,9,0,0,0,0,92,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
212,broadleaf-5.3.0-M5,broadleaf-5.3.0-M6,7,117,27,848,7,32,0,39,7,32,0,58,0,624,65,0,0,2,20,70,13,0,0,22,25,143,44,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,34,7,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
213,broadleaf-5.3.0-M6,broadleaf-5.3.0-M7,1,3,0,563,1,3,0,4,1,3,0,0,0,458,1,0,0,0,0,37,1,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
214,broadleaf-5.3.0-M7,broadleaf-5.3.0-M8,4,9,0,717,4,9,0,13,4,9,0,0,0,588,4,0,0,0,0,42,4,0,0,0,0,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
215,broadleaf-5.3.0-M8,broadleaf-5.3.0-M9,8,9,0,697,8,9,0,17,8,9,0,0,0,577,6,0,0,0,0,37,4,0,0,0,0,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
216,broadleaf-5.3.0-M9,broadleaf-5.3.0-M10,10,3,0,739,10,3,0,13,10,3,0,0,0,591,10,0,0,0,0,50,8,0,0,0,0,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
217,broadleaf-6.0.0-M1,broadleaf-6.0.0-M2,3,201,84,801,3,47,0,50,3,47,0,74,0,494,77,0,0,6,64,102,8,0,0,70,80,214,74,0,0,2,2,4,2,0,0,2,0,2,2,0,0,2,2,30,4,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
218,broadleaf-6.0.0-M2,broadleaf-6.0.0-M3,6,10,0,629,6,10,0,16,6,10,0,0,0,499,6,0,0,0,0,42,6,0,0,0,0,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
219,broadleaf-6.0.0-M3,broadleaf-6.0.0-M4,6,0,0,621,6,0,0,6,6,0,0,0,0,512,6,0,0,0,0,38,4,0,0,0,0,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
220,broadleaf-6.0.0-M4,broadleaf-6.0.0-M5,2,9,0,509,2,7,0,9,2,7,0,2,0,407,3,0,0,0,0,34,2,0,0,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
